1,4
2,1
3,3
4,3
5,1
6,2
7,3
8,3
9,4
10,3
11,3
12,3
13,3
14,3
15,1
16,2
17,2
18,2
19,2
20,3
21,3
22,3
23,3
24,3
25,3
26,4
27,1
28,2
29,4
30,1
31,3
32,3
33,4
34,4
35,4
36,3
37,8
38,3
39,4
40,4
41,4
42,4
43,4
44,8
45,4
46,4
47,2
48,2
49,4
50,8
51,8
52,8
53,3
54,3
55,3
56,1
57,1
58,3
59,4
60,4
61,8
62,3
63,7
64,7
65,7
66,5
67,5
68,1
69,3
70,5
71,8
72,3
73,2
74,1
75,5
76,8
77,5
78,7
79,3
80,1
81,3
82,3
83,1
84,3
85,1
86,1
87,1
88,2
89,2
90,1
91,3
92,3
93,3
94,3
95,2
96,1
97,3
98,3
99,3
100,3
101,3
102,3
103,2
104,8
105,3
106,1
107,1
108,8
109,3
110,8
111,8
112,3
113,4
114,3
115,3
116,1
117,3
118,3
119,3
120,3
121,3
122,8
123,7
124,3
125,3
126,3
127,3
128,3
129,2
130,1
131,1
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,8
140,3
141,1
142,3
143,1
144,2
145,1
146,2
147,3
148,2
149,3
150,8
151,1
152,7
153,7
154,8
155,1
156,7
157,7
158,8
159,1
160,8
161,1
162,8
163,1
164,5
165,7
166,7
167,5
168,7
169,1
170,8
171,7
172,1
173,8
174,1
175,7
176,1
177,1
178,7
179,1
180,7
181,3
182,1
183,1
184,1
185,1
186,4
187,4
188,7
189,8
190,1
191,3
192,1
193,8
194,8
195,7
196,1
197,4
198,8
199,1
200,1
201,1
202,1
203,1
204,7
205,1
206,7
207,7
208,8
209,8
210,7
211,1
212,5
213,1
214,1
215,8
216,8
217,7
218,7
219,1
220,1
221,3
222,5
223,3
224,8
225,5
226,8
227,1
228,5
229,7
230,8
231,1
232,8
233,5
234,7
235,1
236,3
237,1
238,5
239,3
240,4
241,3
242,3
243,3
244,3
245,1
246,3
247,3
248,3
249,3
250,3
251,3
252,3
253,3
254,5
255,8
256,5
257,3
258,3
259,3
260,5
261,3
262,3
263,3
264,8
265,8
266,7
267,8
268,1
269,8
270,3
271,8
272,3
273,3
274,8
275,3
276,2
277,2
278,2
279,2
280,3
281,3
282,3
283,3
284,3
285,3
286,3
287,3
288,8
289,3
290,3
291,3
292,3
293,1
294,3
295,3
296,3
297,3
298,3
299,3
300,8
301,3
302,3
303,3
304,3
305,1
306,3
307,3
308,3
309,3
310,3
311,3
312,1
313,8
314,3
315,3
316,3
317,3
318,3
319,3
320,3
321,3
322,8
323,8
324,8
325,8
326,3
327,3
328,3
329,8
330,3
331,3
332,3
333,3
334,8
335,8
336,4
337,3
338,8
339,1
340,4
341,1
342,3
343,1
344,3
345,4
346,3
347,2
348,3
349,3
350,3
351,3
352,3
353,3
354,1
355,3
356,3
357,3
358,3
359,3
360,1
361,1
362,1
363,3
364,2
365,2
366,2
367,3
368,3
369,2
370,1
371,2
372,3
373,3
374,4
375,3
376,1
377,2
378,3
379,3
380,3
381,1
382,3
383,2
384,3
385,4
386,3
387,4
388,4
389,3
390,4
391,3
392,4
393,2
394,1
395,3
396,4
397,3
398,4
399,4
400,1
401,2
402,3
403,3
404,3
405,1
406,3
407,1
408,3
409,4
410,3
411,1
412,8
413,8
414,8
415,8
416,8
417,8
418,7
419,1
420,3
421,2
422,4
423,3
424,1
425,3
426,3
427,1
428,4
429,1
430,1
431,3
432,3
433,1
434,2
435,1
436,3
437,3
438,3
439,3
440,3
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,2
490,2
491,2
492,2
493,2
494,2
495,2
496,2
497,2
498,2
499,2
500,2
501,1
502,2
503,2
504,2
505,2
506,2
507,2
508,2
509,2
510,2
511,1
512,2
513,2
514,2
515,2
516,2
517,2
518,2
519,2
520,2
521,2
522,2
523,2
524,2
525,2
526,2
527,2
528,2
529,2
530,2
531,3
532,3
533,2
534,2
535,3
536,1
537,3
538,3
539,3
540,1
541,2
542,1
543,1
544,2
545,1
546,3
547,4
548,1
549,8
550,8
551,3
552,1
553,1
554,3
555,2
556,3
557,4
558,3
559,8
560,4
561,1
562,1
563,1
564,1
565,1
566,8
567,1
568,1
569,1
570,1
571,1
572,3
573,1
574,1
575,1
576,3
577,2
578,2
579,3
580,3
581,3
582,2
583,3
584,1
585,3
586,1
587,3
588,4
589,1
590,3
591,3
592,3
593,3
594,1
595,1
596,2
597,2
598,3
599,1
600,1
601,3
602,1
603,1
604,2
605,1
606,2
607,1
608,1
609,6
610,6
611,6
612,6
613,6
614,6
615,6
616,6
617,6
618,6
619,6
620,6
